Topik 1,Topik 2,Topik 3,Topik 4,Topik 5,Topik 6,Category
0.7306682885778746,0.010945049437811613,0.01094504925383521,0.2255515157160996,0.010945048634988892,0.010945048379390102,Sports
0.9379804468043782,0.012399999140995497,0.01239999902858223,0.01241955783948415,0.012399998689301283,0.012399998497258705,Sports
0.6648626947385431,0.011140696452542403,0.01114069632926154,0.2905745208557131,0.011140695886803394,0.011140695737136613,Sports
0.009065442909446688,0.009063134440983958,0.009063134097113523,0.9546820229870594,0.009063133031834267,0.009063132533562158,Sports
0.009329330599808923,0.00932914296612222,0.009329142792948199,0.953354099409297,0.009329142194128335,0.00932914203769518,Sports
0.00826025844378951,0.008257667481321033,0.008257667234818147,0.9587090745818647,0.008257666275496222,0.008257665982710315,Sports
0.3094410306838922,0.010364092722274865,0.01036409239391241,0.6491026020757641,0.010364091266725503,0.010364090857430862,Sports
0.009339602050328601,0.009337451633102206,0.009337451470434,0.9533105925770048,0.00933745154783507,0.009337450721295257,Sports
0.009125469296961366,0.009124713320821692,0.009124713283595936,0.9543756786436722,0.00912471276508433,0.009124712689864528,Sports
0.010206970950724977,0.010206230464982233,0.01020623023840197,0.9489681097116408,0.010206229459372839,0.010206229174877264,Sports
0.011635021869759543,0.011634229124172222,0.01163422908199763,0.9418280620432352,0.011634228960008573,0.01163422892082676,Sports
0.011567113091998454,0.011566448235573457,0.011566447708807154,0.9421670997061363,0.011566445906274496,0.011566445351210201,Sports
0.00838532141037965,0.008380944337830494,0.008380944107105144,0.9580909035178972,0.0083809435780454,0.008380943048742057,Sports
0.011522210594050423,0.011520902999039332,0.0115209028291923,0.9423941789062857,0.011520902543240218,0.011520902128191955,Sports
0.009857437875685172,0.009856830870198872,0.009856830498361387,0.9507152422748502,0.009856829223770156,0.009856829257134436,Sports
0.010234338865168368,0.010234147933461711,0.010234147819415604,0.9488290706923399,0.010234147405902505,0.01023414728371189,Sports
0.010346918416798894,0.01034662917983178,0.010346628999002825,0.9482665664269058,0.01034662869592094,0.010346628281539719,Sports
0.009352670718190731,0.009352370484853628,0.009352370385846192,0.9532378489691998,0.009352369804381725,0.009352369637528044,Sports
0.00933544669961485,0.009334889500771288,0.009334889367945461,0.9533249967369744,0.009334888915826182,0.009334888778868023,Sports
0.009852329364968885,0.009852172292163638,0.009852172147441782,0.9507389831908429,0.009852171578181626,0.009852171426401119,Sports
0.011123574617168567,0.011122364799333656,0.011122364496286473,0.9443869647284326,0.011122368275128216,0.01112236308365044,Sports
0.011334029904081127,0.011333945155700633,0.011333944810459533,0.9433301925660231,0.01133394362424284,0.011333943939492618,Sports
0.46668077776444955,0.010726621441926841,0.010726621028637024,0.49041273945714664,0.010726621166224056,0.010726619141616007,Sports
0.01109292328728923,0.011092705148710537,0.011092704696226563,0.9445362610202692,0.011092703186014742,0.011092702661489684,Sports
0.008206051849123206,0.00820574991324799,0.00820574974202207,0.9589709502737821,0.00820574915086648,0.008205749070958179,Sports
0.010128936364578834,0.010128894274198212,0.010128893691188124,0.9493166628082889,0.01014807839199415,0.010148534469751754,Sports
0.01157693996583454,0.011576380077229418,0.01157637995857782,0.9421175410193058,0.011576379551916191,0.011576379427136177,Sports
0.00936611587363243,0.009359533809537626,0.009359533319541473,0.9531938754259579,0.009361410501643071,0.009359531069687597,Sports
0.008803089037787962,0.0088025636330475,0.008802563490509495,0.9559866583309417,0.008802562853135751,0.008802562654577656,Sports
0.5137862872836549,0.010900831093141872,0.010900830927490208,0.44261039026495674,0.010900830343808295,0.010900830086948057,Sports
0.5214351562616876,0.007787097657634708,0.007787097542933933,0.44741645461027046,0.007787096929326357,0.007787096998146966,Sports
0.13476967413366578,0.008801425471534109,0.008801425041598603,0.8300246286704293,0.008801423662041912,0.008801423020730222,Sports
0.3872932791610769,0.007692435916397344,0.0076924355636606295,0.5819369816006537,0.007692434076026976,0.007692433682184573,Sports
0.009470402596532162,0.009467220936271429,0.009467220692878489,0.9526607159434991,0.009467220218792037,0.009467219612026647,Sports
0.012020231405159244,0.012020138010497313,0.012020137546143625,0.9398992210374142,0.012020135821153627,0.012020136179632088,Sports
0.5399775085942972,0.008270421324638165,0.008270421139002615,0.426940807638985,0.008270421052930813,0.008270420250146234,Sports
0.1941880329911377,0.009461500188010683,0.009461499784919504,0.7679659704220996,0.00946149836946922,0.009461498244363466,Sports
0.01078824430168805,0.010788077999565101,0.010788077710213822,0.9460594459581679,0.010788076731480111,0.010788077298884893,Sports
0.009112350205809683,0.00911015375317307,0.009110153586319515,0.9544470375980484,0.009110152519524508,0.009110152337124845,Sports
0.2709904659593667,0.009322588199393023,0.009322587664780124,0.691719186937616,0.009322585954294693,0.009322585284549418,Sports
0.9262392691775418,0.014749281711212307,0.014749281320762137,0.014763599561605134,0.014749280338276074,0.014749287890602463,Sports
0.009064624256373218,0.009064109322873506,0.009064108979513425,0.954678942235971,0.009064107807440483,0.0090641073978285,Sports
0.00808479586111974,0.008081240155525199,0.008081239896981939,0.9595902463784062,0.008081238986485597,0.008081238721481324,Sports
0.011422607957109818,0.01142218585781166,0.011422185202592937,0.9428886558700686,0.011422182921729277,0.011422182190687807,Sports
0.6955448511049601,0.013587829766400583,0.013587829672793504,0.2501038304563215,0.013587829313150149,0.013587829686374151,Sports
0.011331015907437342,0.011330878099069604,0.011330878024573606,0.9433454724658143,0.011330877793105033,0.011330877710000218,Sports
0.015021010616205834,0.015020379677584536,0.015020379202714366,0.6828567597056351,0.015020742112127826,0.25706072868573254,Sports
0.010947254118492889,0.010939778999711632,0.010939782994896776,0.9452936305957532,0.010939776950029725,0.010939776341115625,Sports
0.007192420926123468,0.007192286821512669,0.007192286412180172,0.9640384317943265,0.0071922850327469255,0.007192289013110292,Sports
0.012291812708387279,0.012291430081903367,0.01229142974398513,0.9385424707325197,0.012291428556714145,0.012291428176490319,Sports
0.009263381229350746,0.009263303715302217,0.00926330356731215,0.9536834053084664,0.00926330320575436,0.009263302973814072,Sports
0.010458896734067939,0.010457637434643034,0.010457637199575136,0.947710556083408,0.010457636404270235,0.010457636144035554,Sports
0.010150698816483167,0.010150409580755313,0.010150409202295587,0.8487681320833391,0.11062994282969289,0.010150407487433906,Sports
0.010569928795761232,0.010569673548176338,0.01056967351955201,0.947151377246129,0.010569673434929991,0.010569673455451399,Sports
0.00898827128239709,0.008988001847548837,0.008988001785542026,0.955059721934113,0.008988001589588242,0.008988001560810834,Sports
0.009686457648649175,0.009686230661677153,0.009686230610415644,0.9515686212029907,0.009686230007506983,0.009686229868760346,Sports
0.2140705520856006,0.013712567877935488,0.013712567349861024,0.7310791828560199,0.013712565853585774,0.013712563976997147,Sports
0.8032960163611204,0.012603637583295246,0.01260363729074237,0.14628943644437103,0.012603636292752232,0.012603636027718804,Sports
0.010013489461924733,0.010012185261206848,0.010012185329155283,0.9499377702681101,0.010012184886835557,0.010012184792767408,Sports
0.011405115323774393,0.011403446236991965,0.01140344555161753,0.7652129820706731,0.011403786126704101,0.18917122469023898,Sports
0.015264126613788042,0.015252823283175454,0.015252822804308208,0.9237245855221466,0.015252820952315421,0.015252820824266156,Sports
0.01144128746692008,0.011440528026987208,0.011440527827630654,0.9427966015726558,0.011440528179656297,0.011440526926149958,Sports
0.01364794801955643,0.013647524107066138,0.01364752375785971,0.9317619594784231,0.013647522585744962,0.013647522051349616,Sports
0.01016814903065728,0.010167992436233134,0.010167992344751643,0.9491598820833512,0.01016799208337259,0.010167992021634206,Sports
0.01092783930308311,0.010927540132655265,0.010927539893749573,0.9453620019689148,0.010927539045463806,0.010927539656133467,Sports
0.011916497234459093,0.011915945503385551,0.011915945419330136,0.940419721650821,0.011915945130412779,0.011915945061591307,Sports
