Topik 1,Topik 2,Topik 3,Topik 4,Category
0.0106886576798606,0.010688658008663896,0.010688659214101143,0.9679340250973745,Sports
0.00965989978255861,0.009659900192000425,0.009659900975909798,0.9710202990495311,Sports
0.010457527964179127,0.0104575279079747,0.010457528856509265,0.9686274152713369,Sports
0.009017304811742873,0.00901730490702872,0.009017305623057725,0.9729480846581706,Sports
0.010423276249988208,0.010423270691308684,0.010423272537423303,0.9687301805212798,Sports
0.009924499346129764,0.00992449970240809,0.00992450019870733,0.9702265007527547,Sports
0.010176071409409662,0.01017607149817412,0.010176071579086234,0.96947178551333,Sports
0.00889784930085409,0.008897849871833405,0.008897853101468475,0.973306447725844,Sports
0.010007660170832574,0.010007660384547833,0.010007660935102065,0.9699770185095176,Sports
0.01036061904496964,0.01036061957052883,0.010360621091700214,0.9689181402928013,Sports
0.011662550646610825,0.011662551154309597,0.011662553463704687,0.9650123447353749,Sports
0.010812785717927561,0.010812786178355972,0.010812787277206502,0.96756164082651,Sports
0.009341594859121198,0.00934159289787914,0.00934159420685739,0.9719752180361422,Sports
0.011691017240576819,0.011691018200589069,0.011691019714516682,0.9649269448443174,Sports
0.010961771653820293,0.010961772180228426,0.01096177608715105,0.9671146800788003,Sports
0.009334647336816508,0.009334647114002916,0.009334648140694252,0.9719960574084863,Sports
0.012929676678827266,0.012929677242303771,0.012929679826486637,0.9612109662523823,Sports
0.011993896116813927,0.011997166329349163,0.01199358052981903,0.9640153570240179,Sports
0.010488512691557761,0.0104885066245764,0.010488508605801054,0.9685344720780648,Sports
0.010025133561041713,0.010025133503851697,0.010025134557269562,0.9699245983778371,Sports
0.009936254945225938,0.009936258815371512,0.009936255245375211,0.9701912309940274,Sports
0.010563495519864597,0.01056349590510652,0.010563497143311732,0.9683095114317171,Sports
0.012600399840388734,0.012600400261978823,0.012600402360288353,0.962198797537344,Sports
0.010446293145190973,0.010446291347001672,0.010446292160048538,0.9686611233477589,Sports
0.00922274627482072,0.009222746489021648,0.009222747319559924,0.9723317599165978,Sports
0.00865342448066848,0.008653424262188484,0.008653426313876587,0.9740397249432664,Sports
0.01302350510231728,0.013023514294140281,0.013023506329186354,0.960929474274356,Sports
0.01014210397153919,0.01014210430604726,0.010142105881426576,0.969573685840987,Sports
0.010288184240539861,0.010288184567933447,0.010288185818890976,0.9691354453726357,Sports
0.008416986832466963,0.008416987074290385,0.008416988438906974,0.9747490376543356,Sports
0.008635558623414967,0.008635557517669363,0.008635560037528793,0.9740933238213869,Sports
0.011832424311906337,0.011832424267453264,0.01183242579507452,0.9645027256255659,Sports
0.009909542800772754,0.009909543056975308,0.00990956648342634,0.9702713476588255,Sports
0.011084756398789811,0.011084756897279065,0.01108475951957283,0.9667457271843584,Sports
0.009708884225411126,0.00970888718965731,0.009708885532302149,0.9708733430526293,Sports
0.01162961119617631,0.01162961140415659,0.011629612196317748,0.9651111652033494,Sports
0.009288757828675396,0.009288757622779783,0.009288758651304364,0.9721337258972405,Sports
0.008558068146487992,0.008558068312725434,0.008558069390338272,0.9743257941504483,Sports
0.014030540150186127,0.014030531452001942,0.014030533099988928,0.9579083952978231,Sports
0.011025956528335774,0.011025956815318634,0.011025958400712896,0.9669221282556327,Sports
0.010338173720906015,0.010338173884096188,0.010338175787007157,0.9689854766079906,Sports
0.012302560634867642,0.012302561523915661,0.012302565373865742,0.9630923124673509,Sports
0.012511548405299302,0.01251154858631322,0.01251154952539056,0.962465353482997,Sports
0.011969775922241943,0.01196977631617358,0.011969777846294154,0.9640906699152904,Sports
0.11836099180777859,0.0125233470682675,0.01252334986126116,0.8565923112626928,Sports
0.010266092843177635,0.010266095868425761,0.010266097306376792,0.9692017139820199,Sports
0.011299213651508355,0.011297985213725355,0.011297984607595816,0.9661048165271704,Sports
0.013282696488963002,0.013282696677868714,0.013282697712457155,0.9601519091207111,Sports
0.009246667030510457,0.009246648657410116,0.009246650556489773,0.9722600337555897,Sports
0.009025786089006997,0.009025785608005928,0.009025786806651077,0.972922641496336,Sports
0.009987552250425752,0.009987552234430196,0.009987553104634384,0.9700373424105097,Sports
0.010781950108011452,0.010781950367322803,0.01078195198550816,0.9676541475391576,Sports
0.1471309703041299,0.013172043295006796,0.013172044985888592,0.8265249414149747,Sports
0.011443610934662344,0.011443610415254848,0.011443610819787002,0.9656691678302958,Sports
0.010109853003508003,0.010109859270554371,0.010109857814896973,0.9696704299110407,Sports
0.011380618451165081,0.011380619662952304,0.011380622230716496,0.9658581396551661,Sports
0.008084706393176051,0.008084708402871621,0.008084710017137647,0.9757458751868147,Sports
0.01151079876707744,0.01151079884948283,0.011510800671045816,0.9654676017123939,Sports
0.012292538286336512,0.012292539220633066,0.012292542005741178,0.9631223804872893,Sports
0.010094330533597746,0.010094329990862802,0.010094332046317765,0.9697170074292216,Sports
0.011911395562354524,0.011911395637009813,0.011911395890956628,0.9642658129096789,Sports
0.012748310728924656,0.012748311012814572,0.012748312182630327,0.9617550660756304,Sports
0.014492716837321342,0.014492717051630355,0.014492718069055006,0.9565218480419933,Sports
0.01404706820228401,0.014047353569811044,0.014047061234178261,0.9578585169937267,Sports
0.01171645295462111,0.011716301648535718,0.011716301876411733,0.9648509435204315,Sports
0.011481042925420211,0.011487297295735707,0.011481045636178794,0.9655506141426653,Sports
0.011657908175662712,0.011657909656794162,0.011657909710082598,0.9650262724574605,Sports
0.01237438711843488,0.012374387699681815,0.012374388030868011,0.9628768371510152,Sports
0.008969924974936726,0.008969922162275205,0.008969924551319959,0.9730902283114681,Sports
0.012216784094077471,0.012216787036380546,0.01221678572796417,0.9633496431415778,Sports
0.009152521878696291,0.009152521575380587,0.009152522017220971,0.9725424345287021,Sports
0.011798468078251152,0.011798468361778319,0.01179846969784794,0.9646045938621225,Sports
0.010912262755243157,0.01091226656948879,0.010912265134325862,0.9672632055409421,Sports
0.010196038110240616,0.010196038499839103,0.010196040527562183,0.9694118828623581,Sports
0.008938884525415566,0.00893888471385293,0.008938886015578134,0.9731833447451533,Sports
0.011760017991362505,0.0117600184036184,0.011760019981324745,0.9647199436236944,Sports
0.011052713624712626,0.011052713468955463,0.011052714383544833,0.966841858522787,Sports
0.011483158219147272,0.011483158696440973,0.011483160615583297,0.9655505224688283,Sports
0.008623168949042486,0.00862316069769586,0.008623160631363971,0.9741305097218977,Sports
0.009889687787644997,0.009882496382744367,0.00988247282963956,0.970345342999971,Sports
0.010681064992655656,0.01068106466790773,0.010681067432134728,0.9679568029073018,Sports
0.011180580645429766,0.011180580840369244,0.01118058342413565,0.9664582550900652,Sports
0.012631763947397335,0.012631765416636001,0.012631765675452997,0.9621047049605136,Sports
0.011575060154085007,0.011575142619524734,0.011575061430645963,0.9652747357957442,Sports
0.013007519465450125,0.16948381300327764,0.013007528396010257,0.804501139135262,Sports
0.010354968140946002,0.010354968483847137,0.01035496999753618,0.9689350933776707,Sports
